Id,Name,FreeeInvoiceId__c,BillingDate__c,InvoiceAmount__c,ImportStatus__c,ValidationMessage__c,ResolvedAccount__c,ResolvedContract__c,ResolvedContractPeriod__c,CreatedInvoice__c
a0FRB00000Yr46n2AB,MFIW-000439,63150572,2026-07-20,60500,反映済み,,001RB00001VTrmnYAD,a04RB00000kUAO0YAO,a0BRB00000ynb5v2AA,a00RB00002Am2BqYAJ
a0FRB00000Yr46o2AB,MFIW-000440,63150573,2026-07-20,12100,反映済み,,001RB00001VTqZWYA1,a04RB00000kUAPjYAO,a0BRB00000ynn5b2AA,a00RB00002B0dy8YAB
a0FRB00000Yr46p2AB,MFIW-000441,63150574,2026-07-20,12100,反映済み,,001RB00001VTqnbYAD,a04RB00000kUAQ2YAO,a0BRB00000ynn5u2AA,a00RB00002AyE6NYAV
a0FRB00000Yr46q2AB,MFIW-000442,63150577,2026-07-20,12100,反映済み,,001RB00001VTqnHYAT,a04RB00000kUAQ3YAO,a0BRB00000ynn5v2AA,a00RB00002AyE6OYAV
a0FRB00000Yr46r2AB,MFIW-000443,63150578,2026-07-20,8800,反映済み,,001RB00001br9KQYAY,a04RB00000n5JdnYAE,a0BRB000012ECiP2AW,a00RB00002B4i4QYAR
a0FRB00000Yr46s2AB,MFIW-000444,63150579,2026-07-20,60500,反映済み,,001RB00001VTqmBYAT,a04RB00000kUAORYA4,a0BRB00000ynb6M2AQ,a00RB00002Am2BrYAJ
a0FRB00000YrJ2X2AV,MFIW-000445,63150580,2026-07-20,8800,反映済み,,001RB00001br9KOYAY,a04RB00000n5JdoYAE,a0BRB000012ECiQ2AW,a00RB00002B4i4RYAR
a0FRB00000YrJ2Y2AV,MFIW-000446,63150581,2026-07-20,60500,反映済み,,001RB00001VTqbqYAD,a04RB00000kUAQ6YAO,a0BRB00000ynn5y2AA,a00RB00002Am2BsYAJ
a0FRB00000aCDG72AO,MFIW-000476,49905610,2026-01-20,72600,反映可能,,001RB00001VTruAYAT,a04RB00000kUAOAYA4,a0BRB00000ynb652AA,
a0FRB00000aCDG82AO,MFIW-000477,50683953,2026-01-29,316800,反映済み,,001RB00001VTruMYAT,a04RB00000kUAOiYAO,a0BRB00000ynb6d2AA,a00RB00002BbzTPYAZ
a0FRB00000aCDG92AO,MFIW-000478,50768284,2026-01-30,3088800,反映済み,,001RB00001VTqaIYAT,a04RB00000kUAPZYA4,a0BRB00000ynn5R2AQ,a00RB00002DFRNdYAP
a0FRB00000aCDGA2A4,MFIW-000479,52007304,2026-02-20,60500,反映可能,,001RB00001VTruAYAT,a04RB00000kUAOAYA4,a0BRB00000ynb652AA,
a0FRB00000aCb7A2AS,MFIW-000466,41780264,2025-09-20,72600,反映可能,,001RB00001VTruAYAT,a04RB00000kUAOAYA4,a0BRB00000ynb652AA,
a0FRB00000aCb7C2AS,MFIW-000468,43817414,2025-10-20,72600,反映可能,,001RB00001VTruAYAT,a04RB00000kUAOAYA4,a0BRB00000ynb652AA,
a0FRB00000aCb7D2AS,MFIW-000469,43817434,2025-10-31,145200,反映済み,,001RB00001VTruMYAT,a04RB00000nCmpTYAS,a0BRB000012acmh2AA,a00RB00002DFRNeYAP
a0FRB00000aDbGN2A0,MFIW-000449,41712745,2025-09-30,145200,反映済み,,001RB00001VTruMYAT,a04RB00000nCmpTYAS,a0BRB000012acmi2AA,a00RB00002DFRNfYAP
a0FRB00000aDzP82AK,MFIW-000480,52182829,2026-02-20,165000,反映済み,,001RB00001VTrwFYAT,a04RB00000kUAOlYAO,a0BRB00000ynb6g2AA,a00RB00002BbzTQYAZ
a0FRB00000aDzP92AK,MFIW-000481,52556987,2026-02-25,16500,要確認,商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。,001RB00001VTruMYAT,a04RB00000kUAOiYAO,a0BRB00000ynb6d2AA,
a0FRB00000aE0GL2A0,MFIW-000470,45827425,2025-11-30,145200,反映済み,,001RB00001VTruMYAT,a04RB00000nCmpTYAS,a0BRB000012acmj2AA,a00RB00002DFRNgYAP
a0FRB00000aE0GM2A0,MFIW-000471,45844733,2025-11-20,72600,反映可能,,001RB00001VTruAYAT,a04RB00000kUAOAYA4,a0BRB00000ynb652AA,
a0FRB00000aE0GN2A0,MFIW-000472,46403134,2025-12-19,52800,反映済み,,001RB00001VTqmcYAD,a04RB00000kUAOdYAO,a0BRB00000ynb6Y2AQ,a00RB00002BbzTRYAZ
a0FRB00000aE0GO2A0,MFIW-000473,47988999,2025-12-20,72600,反映可能,,001RB00001VTruAYAT,a04RB00000kUAOAYA4,a0BRB00000ynb652AA,
a0FRB00000aE0GP2A0,MFIW-000474,47989036,2025-12-31,145200,反映済み,,001RB00001VTruMYAT,a04RB00000nCmpTYAS,a0BRB000012acmk2AA,a00RB00002DFRNhYAP
a0FRB00000au0xS2AQ,MFIW-000482,63416700,2026-07-22,8800,反映済み,,001RB00001VTrqOYAT,a04RB00000nS9IfYAK,a0BRB000013KK4t2AG,a00RB00002DFRNiYAP
a0FRB00000aurBN2AY,MFIW-000484,64068741,2026-07-31,82500,反映済み,,001RB00001VTrrHYAT,a04RB00000n5JeAYAU,a0BRB000012ECiM2AW,a00RB00002DFRNjYAP
a0FRB00000b1IdV2AU,MFIW-000485,63826047,2026-08-20,8800,反映済み,,001RB00001VTrvxYAD,a04RB00000nS9IgYAK,a0BRB000013KK4u2AG,a00RB00002BavLRYAZ
